Symbol,Market Cap (intraday),Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio (5 yr expected),Price/Sales (ttm),Price/Book (mrq),Enterprise Value/Revenue,Enterprise Value/EBITDA,Beta,Market Cap (intraday) clean,Enterprise Value clean,language,region,quoteType,quoteSourceName,triggerable,Currency,firstTradeDateMilliseconds,priceHint,postMarketChangePercent,postMarketTime,sharesOutstanding,Book Value,fiftyDayAverage,fiftyDayAverageChange,fiftyDayAverageChangePercent,twoHundredDayAverage,twoHundredDayAverageChange,marketCap,forwardPE,P/B,sourceInterval,exchangeDataDelayedBy,Analyst Rating,tradeable,marketState,postMarketPrice,postMarketChange,1 D Change $,1 D Change %,regularMarketTime,Price,High,regularMarketDayRange,Low,regularMarketVolume,regularMarketPreviousClose,bid,ask,bidSize,askSize,fullExchangeName,financialCurrency,regularMarketOpen,averageDailyVolume3Month,averageDailyVolume10Day,fiftyTwoWeekLowChange,fiftyTwoWeekLowChangePercent,fiftyTwoWeekRange,fiftyTwoWeekHighChange,fiftyTwoWeekHighChangePercent,52wk Low,52wk High,dividendDate,earningsTimestamp,earningsTimestampStart,earningsTimestampEnd,Dividend,P/E,trailingAnnualDividendYield,epsTrailingTwelveMonths,epsForward,epsCurrentYear,priceEpsCurrentYear,twoHundredDayAverageChangePercent,Company,exchange,longName,messageBoardId,exchangeTimezoneName,exchangeTimezoneShortName,gmtOffSetMilliseconds,market,esgPopulated,displayName,Security,SEC filings,GICS Sector,GICS Sub-Industry,Headquarters Location,Date first added,CIK,Founded
CE,17.36B,20.22B,8.64,11.91,0.53,2.9,4.9,3.37,16.62,1.23,17360000000.0,20220000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,-0.0324232,1626207464,112633000.0,31.447,156.69058,-2.520584,-0.016086379,147.90134,6.2686615,17364629504.0,11.979021,4.9025345,15,0,,False,POST,154.17,-0.0500031,-0.210007,-0.136032,1626206650,154.17,154.66,151.935 - 154.66,151.935,673766,154.38,150.5,154.17,13,11,NYSE,USD,154.39,740255,645200,67.39,0.77656144,86.78 - 171.0,-16.830002,-0.09842107,86.78,171.0,1620604800.0,1619108700.0,1627297140.0,1627646400.0,2.54,8.640848,0.016452909,17.842,12.87,13.48,11.436944,0.042384077,Celanese Corporation Celanese C,NYQ,Celanese Corporation,finmb_405277,America/New_York,EDT,-14400000,us_market,False,,Celanese,reports,Materials,Specialty Chemicals,"Irving, Texas",2018-12-24,1306830,1918
CERN,24.02B,23.94B,30.52,21.96,2.01,4.38,5.58,4.37,18.42,0.73,24020000000.0,23940000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,0.0,1626207467,301316992.0,14.29,79.17941,0.5405884,0.006827386,76.29222,3.4277802,24020989952.0,21.961432,5.5787263,15,0,,False,POST,79.72,0.0,-0.29000092,-0.36245582,1626206402,79.72,80.41,79.595 - 80.41,79.595,1441542,80.01,79.71,79.72,18,9,NasdaqGS,USD,80.09,2874000,2375100,12.970001,0.19430713,66.75 - 84.2,-4.4799957,-0.0532066,66.75,84.2,1626134400.0,1620217800.0,1627416000.0,1627934400.0,0.8,30.520674,0.00999875,2.612,3.63,3.23,24.681114,0.044929616,Cerner Corporation,NMS,Cerner Corporation,finmb_259627,America/New_York,EDT,-14400000,us_market,False,,Cerner,reports,Health Care,Health Care Technology,"North Kansas City, Missouri",2010-04-30,804753,1979
CF,10.68B,16.76B,26.73,16.48,-2.74,2.54,3.52,3.99,10.54,1.28,10680000000.0,16760000000.000002,en-US,US,EQUITY,Delayed Quote,True,USD,,2,-0.2210179,1626212370,214515008.0,14.121,52.20147,-2.431469,-0.046578553,47.87474,1.8952599,10676412416.0,16.425743,3.5245378,15,0,,False,POST,49.66,-0.11000061,-0.829998,-1.64031,1626206551,49.77,50.56,49.32 - 50.56,49.32,1161847,50.6,49.74,49.81,8,11,NYSE,USD,50.61,2036241,1600940,24.470001,0.9671938,25.3 - 57.19,-7.419998,-0.12974294,25.3,57.19,1622160000.0,1628539200.0,1628539200.0,1628539200.0,1.2,26.729324,0.023715416,1.862,3.03,3.4,14.638235,0.03958789,"CF Industries Holdings, Inc.",NYQ,"CF Industries Holdings, Inc.",finmb_22357184,America/New_York,EDT,-14400000,us_market,False,,CF Industries,reports,Materials,Fertilizers & Agricultural Chemicals,"Deerfield, Illinois",2008-08-27,1324404,1946
CFG,19.1B,13.75B,12.59,10.48,-3.56,3.17,0.92,2.28,,1.77,19100000000.0,13750000000.0,en-US,US,EQUITY,Delayed Quote,True,USD,,2,0.24531804,1626214376,425929984.0,48.571,47.277943,-2.4379425,-0.051566172,44.216965,0.62303543,19098699776.0,10.476635,0.92318463,15,0,,False,POST,44.95,0.11000061,-1.03,-2.24547,1626206402,44.84,45.735,44.62 - 45.735,44.62,4268421,45.87,44.86,45.05,14,8,NYSE,USD,45.58,4182901,4267900,21.380001,0.9113385,23.46 - 51.14,-6.299999,-0.12319123,23.46,51.14,1620864000.0,1626784200.0,1626784200.0,1626784200.0,1.56,12.588433,0.034009155,3.562,4.28,4.66,9.622318,0.014090416,"Citizens Financial Group, Inc.",NYQ,"Citizens Financial Group, Inc.",finmb_46051729,America/New_York,EDT,-14400000,us_market,False,,Citizens Financial Group,reports,Financials,Regional Banks,"Providence, Rhode Island",2016-01-29,759944,1828
CHD,21.1B,22.75B,27.93,26.39,3.51,4.25,6.57,4.58,20.49,0.38,21100000000.0,22750000000.0,en-US,US,EQUITY,Delayed Quote,True,USD,,2,-1.185629,1626209050,245246000.0,13.098,85.25235,0.7776489,0.00912173,85.11252,0.91748047,21098512384.0,26.308868,6.5681787,15,0,,False,POST,85.01,-1.0199966,-0.489998,-0.566341,1626206677,86.03,86.75,85.77 - 86.75,85.77,1200707,86.52,85.91,85.85,8,11,NYSE,USD,86.13,1384257,1363200,8.409996,0.10834831,77.62 - 98.96,-12.93,-0.13065885,77.62,98.96,1622505600.0,1619699400.0,1627561800.0,1627907400.0,0.973,27.931818,0.011245955,3.08,3.27,3.03,28.392738,0.010779618,"Church & Dwight Company, Inc.",NYQ,"Church & Dwight Co., Inc.",finmb_261105,America/New_York,EDT,-14400000,us_market,False,,Church & Dwight,reports,Consumer Staples,Household Products,"Ewing, New Jersey",2015-12-29,313927,1847
CHRW,12.32B,14B,20.91,18.3,1.7,0.72,6.61,0.81,16.2,0.71,12320000000.0,14000000000.0,en-US,US,EQUITY,Delayed Quote,True,USD,,2,-0.086376406,1626208316,132989000.0,14.021,95.76471,-3.1447067,-0.032837845,95.30015,-2.6801453,12317442048.0,18.340593,6.605806,15,0,,False,POST,92.54,-0.08000183,-0.11999512,-0.12938873,1626206403,92.62,92.99,92.02 - 92.99,92.02,1005874,92.74,90.0,92.54,14,8,NasdaqGS,USD,92.02,1058030,818820,10.510002,0.12799905,82.11 - 106.75,-14.129997,-0.13236532,82.11,106.75,1625097600.0,1619539500.0,1627297140.0,1627646400.0,2.04,20.91217,0.02199698,4.429,5.05,5.05,18.340593,-0.028123202,"C.H. Robinson Worldwide, Inc.",NMS,"C.H. Robinson Worldwide, Inc.",finmb_368470,America/New_York,EDT,-14400000,us_market,False,,C. H. Robinson,reports,Industrials,Air Freight & Logistics,"Eden Prairie, Minnesota",2007-03-02,1043277,1905
CHTR,134.08B,225.12B,40.17,25.55,0.99,2.74,6.39,4.61,12.09,0.98,134080000000.00002,225120000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,0.0,1626209044,188666000.0,111.292,702.06146,8.63855,0.012304549,653.95264,56.747375,134085000000.0,25.555557,6.385904,15,0,,False,POST,710.7,0.0,-9.099976,-1.2642367,1626206402,710.7,723.6,709.68 - 723.6,709.68,678948,719.8,707.92,727.87,8,12,NasdaqGS,USD,719.79,855934,784040,184.83002,0.35147473,525.87 - 749.31,-38.609985,-0.051527385,525.87,749.31,,1619766000.0,1627542000.0,1627902000.0,,40.168427,,17.693,27.81,20.01,35.517242,0.08677597,"Charter Communications, Inc.",NMS,"Charter Communications, Inc.",finmb_19609,America/New_York,EDT,-14400000,us_market,False,,Charter Communications,reports,Communication Services,Cable & Satellite,"Stamford, Connecticut",2016-09-08,1091667,1993
CI,80.7B,106.1B,10.12,10.16,0.97,0.49,1.68,0.65,10.05,0.9,80700000000.0,106100000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,-0.165563,1626211947,342600000.0,139.846,243.03941,-7.479416,-0.030774498,235.55118,0.00881958,80702857216.0,10.1885805,1.6844244,15,0,,False,POST,235.17,-0.389999,0.339996,0.144544,1626206402,235.56,237.165,234.07 - 237.165,234.07,2424454,235.22,227.9,237.96,8,13,NYSE,USD,235.35,1661741,2153300,76.72,0.48300177,158.84 - 272.81,-37.25,-0.13654192,158.84,272.81,1624406400.0,1628166600.0,1628166600.0,1628166600.0,1.0,10.12421,0.004251339,23.267,23.12,20.43,11.530103,3.74e-05,Cigna Corporation,NYQ,Cigna Corporation,finmb_172899,America/New_York,EDT,-14400000,us_market,False,,Cigna,reports,Health Care,Managed Health Care,"Bloomfield, Connecticut",1976-06-30,1739940,1982
CINF,19.12B,19.14B,6.3,26.32,1.89,1.94,1.72,1.94,4.81,0.66,19120000000.0,19140000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,0.657062,1626214401,161096992.0,69.18,119.316765,-0.60676575,-0.005085335,105.843704,12.866295,19123824640.0,26.321507,1.7159584,15,0,,False,POST,119.49,0.779999,-1.0999985,-0.91811913,1626206403,118.71,119.81,118.62 - 119.81,118.62,462360,119.81,114.0,119.5,8,8,NasdaqGS,USD,119.81,614306,573500,48.97,0.70217955,69.74 - 124.37,-5.6600037,-0.045509394,69.74,124.37,1626307200.0,1619625906.0,1627297140.0,1627646400.0,2.43,6.2962766,0.020282114,18.854,4.51,4.4,26.979546,0.12155938,Cincinnati Financial Corporatio,NMS,Cincinnati Financial Corporation,finmb_260681,America/New_York,EDT,-14400000,us_market,False,,Cincinnati Financial,reports,Financials,Property & Casualty Insurance,"Fairfield, Ohio",1997-12-18,20286,1950
CL,69.91B,76.14B,26.57,23.54,3.06,4.18,266.58,4.55,17.37,0.6,69910000000.0,76140000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,0.0,1626208872,845969024.0,0.31,82.58706,0.05294037,0.000641025,80.3623,2.2777023,69910880256.0,23.544159,266.58063,15,0,,False,POST,82.64,0.0,-0.290001,-0.349694,1626206402,82.64,83.3154,82.35 - 83.3154,82.35,2733673,82.93,81.94,82.68,11,8,NYSE,USD,82.78,4026880,3448040,10.029999,0.13813522,72.61 - 86.41,-3.7700043,-0.04362926,72.61,86.41,1629072000.0,1627648200.0,1627648200.0,1627648200.0,1.76,26.572348,0.021222718,3.11,3.51,3.28,25.195122,0.028342921,Colgate-Palmolive Company,NYQ,Colgate-Palmolive Company,finmb_53837907,America/New_York,EDT,-14400000,us_market,False,,Colgate-Palmolive,reports,Consumer Staples,Household Products,New York City,1957-03-04,21665,1806
CLX,22.26B,24.84B,24.86,23.33,7.59,2.96,29.95,3.3,14.54,0.18,22260000000.0,24840000000.0,en-US,US,EQUITY,Delayed Quote,True,USD,,2,0.31852883,1626214345,124372000.0,5.975,177.32205,1.627945,0.009180725,187.52385,-8.573853,22256369664.0,23.270481,29.949791,15,0,,False,POST,179.52,0.5700073,-0.850006,-0.472751,1626206402,178.95,180.62,178.3 - 180.62,178.3,858847,179.8,178.33,178.9,8,10,NYSE,USD,179.5,1371457,1274080,8.449997,0.0495601,170.5 - 239.87,-60.92,-0.2539709,170.5,239.87,1628812800.0,1619785800.0,1627907400.0,1628253000.0,4.44,24.864527,0.024694104,7.197,7.69,7.61,23.51511,-0.045721397,Clorox Company (The),NYQ,The Clorox Company,finmb_89450,America/New_York,EDT,-14400000,us_market,False,,Clorox,reports,Consumer Staples,Household Products,"Oakland, California",1969-03-31,21076,1913
CMA,9.62B,-2.49B,11.23,12.98,-0.96,3.28,1.24,-0.85,,1.62,9620000000.0,-2490000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,-0.188577,1626209101,139612992.0,55.579,73.447945,-4.507942,-0.061376017,69.434,-0.49399567,9624920064.0,13.032137,1.2403966,15,0,,False,POST,68.81,-0.130005,-0.849998,-1.21794,1626206708,68.94,69.64,68.18 - 69.64,68.18,1078980,69.79,69.03,69.02,10,12,NYSE,USD,69.48,1482501,1349400,34.480003,1.0005805,34.46 - 79.86,-10.919998,-0.13673927,34.46,79.86,1625097600.0,1626870600.0,1626870600.0,1626870600.0,2.72,11.228014,0.038974065,6.14,5.29,6.91,9.976846,-0.007114608,Comerica Incorporated,NYQ,Comerica Incorporated,finmb_318670,America/New_York,EDT,-14400000,us_market,False,,Comerica,reports,Financials,Diversified Banks,"Dallas, Texas",1995-12-01,28412,1849
CMCSA,265.64B,351.89B,22.85,15.75,1.02,2.55,2.87,3.38,11.4,1.04,265640000000.0,351890000000.0,en-US,US,EQUITY,Delayed Quote,True,USD,,2,0.12106485,1626215265,4584840192.0,20.151,57.000294,0.81970596,0.014380733,54.50089,3.3191109,265642000000.0,15.669376,2.8693366,15,0,,False,POST,57.89,0.069999695,-0.43999863,-0.7552328,1626206402,57.82,58.45,57.705 - 58.45,57.705,11367019,58.26,57.82,57.77,32,29,NasdaqGS,USD,58.26,16190966,14707100,17.989998,0.4516695,39.83 - 59.11,-1.2900009,-0.021823734,39.83,59.11,1627430400.0,1619679600.0,1627475400.0,1627907400.0,0.94,22.853756,0.01613457,2.53,3.69,2.94,19.666666,0.060900122,Comcast Corporation,NMS,Comcast Corporation,finmb_173341,America/New_York,EDT,-14400000,us_market,False,,Comcast,reports,Communication Services,Cable & Satellite,"Philadelphia, Pennsylvania",2002-11-19,1166691,1963
CME,75.56B,80.18B,39.48,28.59,4.65,16.42,2.84,17.42,27.76,0.45,75560000000.0,80180000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,0.0,1626208794,359094016.0,74.05,214.78912,-4.359131,-0.020294933,203.7457,6.6842957,75564777472.0,28.591032,2.8417284,15,0,,False,POST,210.43,0.0,0.18998718,0.0903668,1626206402,210.43,211.6786,208.72 - 211.6786,208.72,1086027,210.24,207.51,211.86,8,9,NasdaqGS,USD,210.24,1225336,1293540,63.539993,0.43256855,146.89 - 221.82,-11.390015,-0.051348004,146.89,221.82,1624579200.0,1619593222.0,1627389000.0,1627907400.0,3.45,39.4803,0.016409816,5.33,7.36,6.78,31.036871,0.032807052,CME Group Inc.,NMS,CME Group Inc.,finmb_2004577,America/New_York,EDT,-14400000,us_market,False,,CME Group,reports,Financials,Financial Exchanges & Data,"Chicago, Illinois",2006-08-11,1156375,1848
CMG,45.25B,42.94B,112.62,49.55,1.09,7.16,21.58,6.8,65.35,1.35,45250000000.0,42940000000.0,en-US,US,EQUITY,Delayed Quote,True,USD,,2,-0.080884516,1626215406,28150500.0,74.489,1434.2006,173.08948,0.12068708,1442.1908,165.09924,45246017536.0,49.561825,21.577549,15,0,,False,POST,1605.99,-1.3000488,-8.27002,-0.511898,1626206706,1607.29,1626.57,1606.36 - 1626.57,1606.36,206410,1615.56,1602.5,1612.88,8,10,NYSE,USD,1613.83,286312,239420,539.7001,0.50553125,1067.59 - 1626.57,-19.279907,-0.011853106,1067.59,1626.57,,1619021404.0,1626778740.0,1627300800.0,,112.618416,,14.272,32.43,24.48,65.65727,0.11447809,"Chipotle Mexican Grill, Inc.",NYQ,"Chipotle Mexican Grill, Inc.",finmb_26446,America/New_York,EDT,-14400000,us_market,False,,Chipotle Mexican Grill,reports,Consumer Discretionary,Restaurants,"Newport Beach, California",2011-04-28,1058090,1993
CMI,35.31B,37.34B,19.07,12.94,0.91,1.69,4.35,1.79,13.68,1.08,35310000000.0,37340000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,-0.004145,1626212344,146203008.0,55.464,247.63264,-6.142639,-0.02480545,251.35362,-9.863617,35306565632.0,12.9415865,4.3539953,15,0,,False,POST,241.48,-0.0100098,-1.78999,-0.735775,1626206718,241.49,245.44,241.31 - 245.44,241.31,716673,243.28,240.44,241.58,8,9,NYSE,USD,243.34,1021346,880560,68.42,0.39533135,173.07 - 277.09,-35.59999,-0.12847808,173.07,277.09,1622678400.0,1620113401.0,1627302600.0,1627648200.0,5.322,19.067509,0.021876028,12.665,18.66,16.14,14.962207,-0.039241992,Cummins Inc.,NYQ,Cummins Inc.,finmb_265253,America/New_York,EDT,-14400000,us_market,False,,Cummins,reports,Industrials,Industrial Machinery,"Columbus, Indiana",1965-03-31,26172,1919
CMS,17.37B,34.36B,19.97,20.55,3.38,2.52,3.03,4.98,13.55,0.16,17370000000.0,34360000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,-0.033323,1626207467,289460000.0,19.782,60.612648,-0.612648,-0.010107594,59.877853,0.12214661,17367599104.0,19.607843,3.0330603,15,0,,False,POST,60.0,-0.0200005,-0.360001,-0.596422,1626206657,60.0,60.54,59.69 - 60.54,59.69,1625659,60.36,59.96,59.98,9,8,NYSE,USD,60.27,2441174,2658600,6.8100014,0.12803161,53.19 - 67.98,-7.9800034,-0.11738751,53.19,67.98,1622160000.0,1619683205.0,1627907400.0,1628253000.0,1.657,19.96672,0.027451953,3.005,3.06,2.85,21.052631,0.00203993,CMS Energy Corporation,NYQ,CMS Energy Corporation,finmb_257682,America/New_York,EDT,-14400000,us_market,False,,CMS Energy,reports,Utilities,Multi-Utilities,"Jackson, Michigan",1999-05-03,811156,1886
CNC,43.45B,49.31B,17.81,13.06,1.12,0.4,1.65,0.46,8.12,0.47,43450000000.0,49310000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,-0.388898,1626214634,582734976.0,45.208,72.74853,1.8214722,0.025037926,65.527405,9.042595,43454545920.0,13.059545,1.6494868,15,0,,False,POST,74.28,-0.290001,-0.129997,-0.174026,1626206600,74.57,75.5899,74.32 - 75.5899,74.32,2112162,74.7,74.62,74.62,8,8,NYSE,USD,74.52,4301869,2500000,20.970001,0.3912314,53.6 - 75.5899,-1.0198975,-0.013492511,53.6,75.5899,,1619503208.0,1627279200.0,1627639200.0,,17.809889,,4.187,5.71,5.21,14.31286,0.13799715,Centene Corporation,NYQ,Centene Corporation,finmb_26273,America/New_York,EDT,-14400000,us_market,False,,Centene Corporation,reports,Health Care,Managed Health Care,"St. Louis, Missouri",2016-03-30,1071739,1984
CNP,13.61B,31.65B,,17.14,3.73,1.75,2.27,4.06,13.57,0.98,13610000000.0,31650000000.0,en-US,US,EQUITY,Delayed Quote,True,USD,,2,0.0,1626210067,551580992.0,10.855,25.165882,-0.4858818,-0.019307164,23.02111,1.6588898,13613019136.0,17.020689,2.2736068,15,0,,False,POST,24.68,0.0,-0.529999,-2.10234,1626206402,24.68,25.155,24.67 - 25.155,24.67,3991577,25.21,24.5,24.7,40,40,NYSE,USD,25.11,6238580,8026240,6.2800007,0.3413044,18.4 - 26.18,-1.5,-0.057295647,18.4,26.18,1623283200.0,1620304200.0,1628080200.0,1628512200.0,0.74,,0.029353432,-1.793,1.45,1.4,17.628572,0.072059505,"CenterPoint Energy, Inc (Holdin",NYQ,"CenterPoint Energy, Inc.",finmb_279513,America/New_York,EDT,-14400000,us_market,False,,CenterPoint Energy,reports,Utilities,Multi-Utilities,"Houston, Texas",1985-07-31,1130310,1882
COF,73.52B,61.68B,10.64,10.0,1.73,3.02,1.32,2.53,,1.78,73520000000.0,61680000000.0,en-US,US,EQUITY,Delayed Quote,True,USD,,2,-0.4237303,1626212105,451488992.0,123.338,159.13089,3.7091064,0.023308525,134.69888,28.141113,73520463872.0,10.01476,1.3202744,15,0,,False,POST,162.15,-0.69000244,-2.01001,-1.2193,1626206402,162.84,165.2865,162.64 - 165.2865,162.64,2536650,164.85,163.21,163.27,14,8,NYSE,USD,164.85,3163136,3362100,102.78,1.7112887,60.06 - 168.0,-5.1600037,-0.030714307,60.06,168.0,1622160000.0,1619539509.0,1626692340.0,1627041600.0,1.0,10.644528,0.006066121,15.298,16.26,18.91,8.611317,0.20891869,Capital One Financial Corporati,NYQ,Capital One Financial Corporation,finmb_336241,America/New_York,EDT,-14400000,us_market,False,,Capital One Financial,reports,Financials,Consumer Finance,"Tysons Corner, Virginia",1998-07-01,927628,1994
COG,7.07B,7.77B,26.01,11.41,0.26,4.69,3.06,5.15,10.06,0.17,7070000000.0,7770000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,-0.113061,1626215995,399420000.0,5.773,16.80206,0.88794136,0.052847177,17.651186,0.038814545,7065739776.0,12.034014,3.064265,15,0,,False,POST,17.67,-0.0200005,0.0,0.0,1626206724,17.69,17.99,17.595 - 17.99,17.595,5346136,17.69,17.67,17.9,22,40,NYSE,USD,17.69,9337214,5690480,2.4100008,0.15772256,15.28 - 21.34,-3.6499996,-0.17104028,15.28,21.34,1622073600.0,1619713406.0,1627469940.0,1627905600.0,0.4,26.014706,0.022611644,0.68,1.47,1.56,11.339745,0.002198977,Cabot Oil & Gas Corporation,NYQ,Cabot Oil & Gas Corporation,finmb_258181,America/New_York,EDT,-14400000,us_market,False,,Cabot Oil & Gas,reports,Energy,Oil & Gas Exploration & Production,"Houston, Texas",2008-06-23,858470,1989
COO,20.15B,21B,8.61,27.77,3.07,7.57,3.27,7.9,25.07,0.82,20150000000.0,21000000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,0.0,1626208794,49247900.0,125.256,390.90176,18.178223,0.0465033,386.24518,22.834808,20146329600.0,27.771894,3.2659514,15,0,,False,POST,409.08,0.0,-1.77002,-0.430819,1626206729,409.08,410.68,406.5 - 410.68,406.5,174928,410.85,409.66,409.96,11,9,NYSE,USD,409.48,276420,241800,131.25,0.47241122,277.83 - 415.96,-6.880005,-0.016540064,277.83,415.96,1612828800.0,1622736900.0,1630512900.0,1630959300.0,0.06,8.612936,0.000146039,47.496,14.73,13.33,30.688671,0.059119985,"The Cooper Companies, Inc.",NYQ,"The Cooper Companies, Inc.",finmb_263609,America/New_York,EDT,-14400000,us_market,False,,The Cooper Companies,reports,Health Care,Health Care Supplies,"San Ramon, California",2016-09-23,711404,1958
COP,80.24B,93.52B,9910.0,15.02,-7.52,3.52,1.86,4.11,15.77,1.76,80240000000.0,93520000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,-0.151363,1626215674,1349420032.0,31.98,59.464706,-0.004707336,-7.92e-05,52.593704,6.866295,80236511232.0,15.404145,1.859287,15,0,,False,POST,59.37,-0.0900002,-0.34,-0.568562,1626206402,59.46,59.99,58.8001 - 59.99,58.8001,6399298,59.8,59.3,59.41,18,14,NYSE,USD,59.49,8501733,8705100,31.929998,1.1598256,27.53 - 63.57,-4.1100006,-0.06465315,27.53,63.57,1622505600.0,1620131400.0,1627475400.0,1627907400.0,1.7,9910.0,0.028428094,0.006,3.86,3.71,16.026955,0.13055356,ConocoPhillips,NYQ,ConocoPhillips,finmb_296527,America/New_York,EDT,-14400000,us_market,False,,ConocoPhillips,reports,Energy,Oil & Gas Exploration & Production,"Houston, Texas",1957-03-04,1163165,2002
COST,180.14B,173.99B,41.63,35.52,3.33,0.97,11.51,0.93,20.05,0.64,180140000000.0,173990000000.0,en-US,US,EQUITY,Delayed Quote,True,USD,,2,-0.06632659,1626215142,442534016.0,35.359,389.44058,17.619415,0.045242883,365.75348,41.30652,180138000000.0,37.039127,11.512203,15,0,,False,POST,406.79,-0.269989,-0.8200073,-0.20104133,1626206402,407.06,409.29,404.7 - 409.29,404.7,1476521,407.88,406.75,407.35,13,8,NasdaqGS,USD,404.7,1955546,2290140,100.06,0.32592833,307.0 - 414.35,-7.2900085,-0.017593842,307.0,414.35,1620950400.0,1622132100.0,1632327300.0,1632773700.0,2.8,41.62593,0.006864764,9.779,10.99,10.58,38.47448,0.11293541,Costco Wholesale Corporation,NMS,Costco Wholesale Corporation,finmb_92817,America/New_York,EDT,-14400000,us_market,False,,Costco,reports,Consumer Staples,Hypermarkets & Super Centers,"Issaquah, Washington",1993-10-01,909832,1976
CPB,13.55B,19.94B,16.82,15.36,6.29,1.51,4.64,2.22,11.54,0.59,13550000000.0,19940000000.0,en-US,US,EQUITY,Delayed Quote,True,USD,,2,-0.044733748,1626214823,303008992.0,9.644,46.705296,-1.9952965,-0.042720992,47.797703,-3.0877037,13547531264.0,14.611111,4.636043,15,0,,False,POST,44.69,-0.020000458,-0.470001,-1.04029,1626206402,44.71,45.34,44.535 - 45.34,44.535,3265210,45.18,44.68,44.67,14,22,NYSE,USD,45.1,2407495,2762740,0.1800003,0.004042226,44.53 - 54.08,-9.370003,-0.17326188,44.53,54.08,1627862400.0,1615383000.0,1630499400.0,1630931400.0,1.42,16.820917,0.031429835,2.658,3.06,2.91,15.364261,-0.06459942,Campbell Soup Company,NYQ,Campbell Soup Company,finmb_258458,America/New_York,EDT,-14400000,us_market,False,,Campbell Soup,reports,Consumer Staples,Packaged Foods & Meats,"Camden, New Jersey",1957-03-04,16732,1869
CPRT,32.72B,30.74B,39.28,35.19,1.54,13.25,10.07,12.45,26.73,1.03,32720000000.0,30740000000.0,en-US,US,EQUITY,Delayed Quote,True,USD,,2,-0.21692194,1626215359,236578000.0,13.735,129.74324,8.556763,0.06595151,119.67341,18.626595,32718737408.0,35.19084,10.069167,15,0,,False,POST,138.0,-0.30000305,-0.84999084,-0.610845,1626206402,138.3,139.4,137.6 - 139.4,137.6,539435,139.15,138.32,138.35,9,9,NasdaqGS,USD,139.07,965711,1107180,57.450005,0.7105752,80.85 - 140.66,-2.3600006,-0.01677805,80.85,140.66,,1621441860.0,1630440000.0,1630958400.0,,39.278614,,3.521,3.93,3.59,38.523678,0.15564522,"Copart, Inc.",NMS,"Copart, Inc.",finmb_27023,America/New_York,EDT,-14400000,us_market,False,,Copart,reports,Industrials,Diversified Support Services,"Dallas, Texas",2018-07-02,900075,1982
CRL,19.25B,20.26B,52.02,33.43,2.05,6.33,8.81,6.66,28.23,1.14,19250000000.0,20260000000.0,en-US,US,EQUITY,Delayed Quote,True,USD,,2,-0.010443641,1626212104,50252800.0,43.491,355.47177,27.618225,0.077694565,308.4654,74.6246,19251345408.0,33.428448,8.808489,15,0,,False,POST,383.05,-0.040008545,-1.04001,-0.270744,1626206402,383.09,385.52,380.27 - 385.52,380.27,205385,384.13,383.86,384.04,8,12,NYSE,USD,382.93,624046,249900,203.51999,1.1333741,179.57 - 386.57,-3.480011,-0.009002279,179.57,386.57,,1620131400.0,1627993800.0,1628512200.0,,52.022,,7.364,11.46,9.94,38.54024,0.24192213,Charles River Laboratories Inte,NYQ,"Charles River Laboratories International, Inc.",finmb_91093,America/New_York,EDT,-14400000,us_market,False,,Charles River Laboratories,reports,Health Care,Life Sciences Tools & Services,"Wilmington, Massachusetts",2021-05-14,1100682,1947
CRM,225.04B,215.2B,55.71,56.49,6.12,10.07,5.4,9.63,61.91,1.09,225040000000.0,215200000000.0,en-US,US,EQUITY,Nasdaq Real Time Price,True,USD,,2,-0.0081978,1626216121,922233024.0,45.15,240.3647,3.655304,0.015207324,227.53615,16.483856,225043000000.0,58.8,5.404651,15,0,,False,POST,244.0,-0.020004272,1.11,0.45696,1626206402,244.02,247.15,241.6965 - 247.15,241.6965,6696462,242.91,243.56,244.17,9,12,NYSE,USD,242.29,5607955,5132760,62.09001,0.3412852,181.93 - 284.5,-40.479996,-0.14228469,181.93,284.5,,1614269100.0,1629716340.0,1630065600.0,,55.71233,,4.38,4.15,3.81,64.04725,0.072445,Salesforce.com Inc,NYQ,"salesforce.com, inc.",finmb_122917,America/New_York,EDT,-14400000,us_market,False,,Salesforce,reports,Information Technology,Application Software,"San Francisco, California",2008-09-15,1108524,1999
